Data,ID,TemperaturaBMP(ºC),Pressão(hPa),Altitude(m),Umidade(g/m3),TemperaturaAHT(ºC),HIF(ºC),latitude,longitude,elevation,status
2024-12-02T16:11:26-03:00,297,31.50,950.17,538.94,61.61,31.56,36.52,,,,
2024-12-02T16:11:46-03:00,298,31.60,950.08,539.73,61.54,31.60,36.60,,,,
2024-12-02T16:12:07-03:00,299,31.60,950.02,540.26,62.18,31.60,36.78,,,,
2024-12-02T16:12:27-03:00,300,31.60,950.08,539.73,61.42,31.57,36.49,,,,
2024-12-02T16:12:48-03:00,301,31.60,950.03,540.17,61.64,31.58,36.59,,,,
2024-12-02T16:13:08-03:00,302,31.60,950.08,539.73,61.27,31.57,36.44,,,,
2024-12-02T16:13:29-03:00,303,31.60,950.06,539.91,61.28,31.58,36.48,,,,
2024-12-02T16:13:49-03:00,304,31.50,950.05,539.99,61.26,31.56,36.43,,,,
2024-12-02T16:14:10-03:00,305,31.50,950.06,539.91,61.30,31.56,36.44,,,,
2024-12-02T16:14:30-03:00,306,31.60,949.99,540.52,61.43,31.56,36.47,,,,
2024-12-02T16:14:51-03:00,307,31.60,949.97,540.70,61.48,31.57,36.50,,,,
2024-12-02T16:15:11-03:00,308,31.50,949.89,541.40,61.25,31.54,36.37,,,,
2024-12-02T16:15:32-03:00,309,31.50,949.88,541.48,61.18,31.52,36.31,,,,
2024-12-02T16:15:52-03:00,310,31.50,949.94,540.96,61.44,31.50,36.34,,,,
2024-12-02T16:16:13-03:00,311,31.40,949.94,540.96,61.63,31.44,36.25,,,,
2024-12-02T16:16:33-03:00,312,31.50,949.97,540.70,61.63,31.46,36.31,,,,
2024-12-02T16:16:54-03:00,313,31.40,950.00,540.43,61.79,31.45,36.33,,,,
2024-12-02T16:17:14-03:00,314,31.50,949.89,541.40,61.69,31.50,36.41,,,,
2024-12-02T16:17:35-03:00,315,31.50,950.08,539.73,62.81,31.55,36.86,,,,
2024-12-02T16:17:55-03:00,316,31.60,950.04,540.08,62.47,31.59,36.86,,,,
2024-12-02T16:18:16-03:00,317,31.50,949.97,540.70,61.72,31.54,36.50,,,,
2024-12-02T16:18:36-03:00,318,31.50,950.05,539.99,61.68,31.46,36.32,,,,
2024-12-02T16:18:57-03:00,319,31.40,949.92,541.13,61.98,31.43,36.33,,,,
2024-12-02T16:19:17-03:00,320,31.50,950.16,539.03,61.84,31.44,36.30,,,,
2024-12-02T16:19:38-03:00,321,31.50,950.15,539.12,61.99,31.49,36.47,,,,
2024-12-02T16:19:58-03:00,322,31.40,950.06,539.91,61.92,31.41,36.26,,,,
2024-12-02T16:20:19-03:00,323,31.40,950.21,538.59,61.98,31.41,36.28,,,,
2024-12-02T16:20:39-03:00,324,31.40,950.26,538.15,62.47,31.39,36.38,,,,
2024-12-02T16:21:00-03:00,325,31.40,950.19,538.77,62.32,31.39,36.33,,,,
2024-12-02T16:21:20-03:00,326,31.40,950.06,539.91,62.21,31.40,36.32,,,,
2024-12-02T16:21:41-03:00,327,31.30,950.14,539.20,62.47,31.33,36.24,,,,
2024-12-02T16:22:01-03:00,328,31.40,950.28,537.98,62.89,31.35,36.39,,,,
2024-12-02T16:22:22-03:00,329,31.30,950.18,538.85,62.69,31.29,36.21,,,,
2024-12-02T16:22:42-03:00,330,31.30,950.08,539.73,63.00,31.28,36.26,,,,
2024-12-02T16:23:02-03:00,331,31.30,950.10,539.55,62.65,31.29,36.18,,,,
2024-12-02T16:23:23-03:00,332,31.30,950.13,539.29,62.71,31.27,36.15,,,,
2024-12-02T16:23:44-03:00,333,31.30,950.01,540.34,62.87,31.24,36.14,,,,
2024-12-02T16:24:04-03:00,334,31.30,950.12,539.38,62.81,31.27,36.18,,,,
2024-12-02T16:24:25-03:00,335,31.30,950.07,539.82,62.85,31.26,36.17,,,,
2024-12-02T16:24:45-03:00,336,31.30,950.01,540.34,62.87,31.25,36.16,,,,
2024-12-02T16:25:06-03:00,337,31.30,950.03,540.17,62.81,31.25,36.15,,,,
2024-12-02T16:25:26-03:00,338,31.20,950.01,540.34,62.92,31.22,36.11,,,,
2024-12-02T16:25:47-03:00,339,31.30,949.98,540.61,62.91,31.25,36.17,,,,
2024-12-02T16:26:07-03:00,340,31.30,950.00,540.43,62.86,31.29,36.24,,,,
2024-12-02T16:26:28-03:00,341,31.30,950.03,540.17,62.82,31.30,36.25,,,,
2024-12-02T16:26:48-03:00,342,31.30,950.00,540.43,62.93,31.25,36.17,,,,
2024-12-02T16:27:09-03:00,343,31.30,950.06,539.91,63.05,31.24,36.18,,,,
2024-12-02T16:27:29-03:00,344,31.30,950.03,540.17,63.20,31.23,36.21,,,,
2024-12-02T16:27:50-03:00,345,31.40,949.98,540.61,63.09,31.31,36.37,,,,
2024-12-02T16:28:10-03:00,346,31.40,950.09,539.64,62.93,31.33,36.36,,,,
2024-12-02T16:28:31-03:00,347,31.40,950.05,539.99,62.89,31.38,36.46,,,,
2024-12-02T16:28:51-03:00,348,31.50,949.96,540.78,62.77,31.43,36.54,,,,
2024-12-02T16:29:12-03:00,349,31.50,950.17,538.94,62.59,31.43,36.49,,,,
2024-12-02T16:29:32-03:00,350,31.50,950.14,539.20,62.45,31.41,36.42,,,,
2024-12-02T16:29:53-03:00,351,31.40,950.16,539.03,62.69,31.29,36.20,,,,
2024-12-02T16:30:16-03:00,352,31.30,950.20,538.68,62.79,31.21,36.04,,,,
2024-12-02T16:30:37-03:00,353,31.30,950.09,539.64,63.12,31.11,35.89,,,,
2024-12-02T16:30:57-03:00,354,31.20,950.18,538.85,62.99,31.04,35.70,,,,
2024-12-02T16:31:18-03:00,355,31.20,950.13,539.29,63.31,31.05,35.81,,,,
2024-12-02T16:31:38-03:00,356,31.10,950.20,538.68,63.72,30.89,35.56,,,,
2024-12-02T16:31:59-03:00,357,31.00,950.12,539.38,64.04,30.79,35.42,,,,
2024-12-02T16:32:19-03:00,358,31.00,950.16,539.03,64.30,30.77,35.43,,,,
2024-12-02T16:32:40-03:00,359,31.00,950.14,539.20,64.43,30.75,35.41,,,,
2024-12-02T16:33:00-03:00,360,31.00,950.15,539.12,64.68,30.72,35.41,,,,
2024-12-02T16:33:21-03:00,361,31.00,950.20,538.68,64.92,30.69,35.41,,,,
2024-12-02T16:33:41-03:00,362,31.00,950.20,538.68,64.92,30.68,35.39,,,,
2024-12-02T16:34:02-03:00,363,31.00,950.23,538.41,64.97,30.69,35.42,,,,
2024-12-02T16:34:22-03:00,364,31.00,950.25,538.24,65.04,30.64,35.33,,,,
2024-12-02T16:34:43-03:00,365,30.90,950.15,539.12,65.07,30.68,35.41,,,,
2024-12-02T16:35:03-03:00,366,31.00,950.19,538.77,65.06,30.67,35.39,,,,
2024-12-02T16:35:24-03:00,367,30.90,950.26,538.15,65.10,30.68,35.42,,,,
2024-12-02T16:35:44-03:00,368,30.90,950.26,538.15,65.15,30.64,35.34,,,,
2024-12-02T16:36:05-03:00,369,30.90,950.19,538.77,65.23,30.59,35.24,,,,
2024-12-02T16:36:25-03:00,370,30.90,950.28,537.98,65.26,30.62,35.33,,,,
2024-12-02T16:36:46-03:00,371,30.90,950.25,538.24,65.29,30.60,35.29,,,,
2024-12-02T16:37:06-03:00,372,30.90,950.31,537.71,65.26,30.61,35.31,,,,
2024-12-02T16:37:27-03:00,373,30.90,950.24,538.33,65.27,30.65,35.39,,,,
2024-12-02T16:37:47-03:00,374,30.90,950.35,537.36,65.13,30.59,35.23,,,,
2024-12-02T16:38:08-03:00,375,30.80,950.32,537.63,65.27,30.54,35.15,,,,
2024-12-02T16:38:29-03:00,376,30.80,950.29,537.89,65.30,30.55,35.19,,,,
2024-12-02T16:38:49-03:00,377,30.80,950.28,537.98,65.23,30.56,35.20,,,,
2024-12-02T16:39:09-03:00,378,30.80,950.32,537.63,65.24,30.55,35.16,,,,
2024-12-02T16:39:30-03:00,379,30.80,950.36,537.27,65.32,30.53,35.14,,,,
2024-12-02T16:39:50-03:00,380,30.80,950.30,537.80,65.27,30.55,35.16,,,,
2024-12-02T16:40:11-03:00,381,30.80,950.27,538.06,65.29,30.55,35.19,,,,
2024-12-02T16:40:31-03:00,382,30.80,950.30,537.80,65.31,30.55,35.18,,,,
2024-12-02T16:40:52-03:00,383,30.90,950.32,537.63,65.32,30.58,35.25,,,,
2024-12-02T16:41:12-03:00,384,30.80,950.26,538.15,65.16,30.55,35.15,,,,
2024-12-02T16:41:33-03:00,385,30.90,950.27,538.06,65.31,30.56,35.20,,,,
2024-12-02T16:41:53-03:00,386,30.80,950.35,537.36,65.35,30.59,35.27,,,,
2024-12-02T16:42:14-03:00,387,30.80,950.30,537.80,65.22,30.55,35.16,,,,
2024-12-02T16:42:34-03:00,388,30.80,950.25,538.24,65.18,30.56,35.18,,,,
2024-12-02T16:42:55-03:00,389,30.80,950.28,537.98,65.13,30.55,35.13,,,,
2024-12-02T16:43:15-03:00,390,30.80,950.23,538.41,65.14,30.53,35.10,,,,
2024-12-02T16:43:36-03:00,391,30.80,950.24,538.33,65.13,30.53,35.08,,,,
2024-12-02T16:43:56-03:00,392,30.80,950.27,538.06,65.05,30.56,35.13,,,,
2024-12-02T16:44:17-03:00,393,30.80,950.17,538.94,65.20,30.53,35.10,,,,
2024-12-02T16:44:37-03:00,394,30.80,950.25,538.24,65.11,30.52,35.05,,,,
2024-12-02T16:44:58-03:00,395,30.80,950.22,538.50,65.14,30.53,35.08,,,,
2024-12-02T16:45:18-03:00,396,30.80,950.23,538.41,65.17,30.53,35.10,,,,
2024-12-02T16:45:39-03:00,397,30.80,950.27,538.06,65.11,30.55,35.13,,,,
2024-12-02T16:45:59-03:00,398,30.80,950.23,538.41,65.18,30.52,35.07,,,,
2024-12-02T16:46:20-03:00,399,30.80,950.28,537.98,65.22,30.52,35.10,,,,
2024-12-02T16:46:40-03:00,400,30.80,950.31,537.71,65.05,30.53,35.06,,,,
2024-12-02T16:47:01-03:00,401,30.80,950.27,538.06,65.06,30.53,35.08,,,,
2024-12-02T16:47:21-03:00,402,30.80,950.27,538.06,64.93,30.54,35.07,,,,
2024-12-02T16:47:42-03:00,403,30.80,950.21,538.59,65.07,30.53,35.08,,,,
2024-12-02T16:48:03-03:00,404,30.80,950.27,538.06,65.05,30.56,35.13,,,,
2024-12-02T16:48:23-03:00,405,30.80,950.28,537.98,65.00,30.55,35.09,,,,
2024-12-02T16:48:44-03:00,406,30.80,950.25,538.24,65.06,30.55,35.11,,,,
2024-12-02T16:49:04-03:00,407,30.80,950.26,538.15,64.96,30.56,35.12,,,,
2024-12-02T16:49:24-03:00,408,30.80,950.26,538.15,64.98,30.56,35.12,,,,
2024-12-02T16:49:45-03:00,409,30.80,950.22,538.50,64.89,30.57,35.12,,,,
2024-12-02T16:50:06-03:00,410,30.80,950.23,538.41,64.95,30.54,35.06,,,,
2024-12-02T16:50:26-03:00,411,30.80,950.23,538.41,64.97,30.56,35.12,,,,
2024-12-02T16:50:47-03:00,412,30.80,950.27,538.06,64.97,30.57,35.14,,,,
2024-12-02T16:51:07-03:00,413,30.80,950.27,538.06,64.98,30.55,35.10,,,,
2024-12-02T16:51:28-03:00,414,30.80,950.27,538.06,64.96,30.56,35.12,,,,
2024-12-02T16:51:48-03:00,415,30.80,950.25,538.24,65.05,30.52,35.05,,,,
2024-12-02T16:52:09-03:00,416,30.80,950.25,538.24,65.05,30.53,35.07,,,,
2024-12-02T16:52:29-03:00,417,30.80,950.21,538.59,65.01,30.55,35.10,,,,
2024-12-02T16:52:50-03:00,418,30.80,950.26,538.15,65.02,30.56,35.14,,,,
2024-12-02T16:53:10-03:00,419,30.80,950.27,538.06,64.96,30.56,35.11,,,,
2024-12-02T16:53:31-03:00,420,30.80,950.21,538.59,64.99,30.58,35.16,,,,
2024-12-02T16:53:51-03:00,421,30.80,950.23,538.41,65.01,30.59,35.21,,,,
2024-12-02T16:54:12-03:00,422,30.90,950.21,538.59,65.00,30.57,35.16,,,,
2024-12-02T16:54:32-03:00,423,30.90,950.24,538.33,65.02,30.56,35.12,,,,
2024-12-02T16:54:53-03:00,424,30.80,950.24,538.33,65.07,30.57,35.17,,,,
2024-12-02T16:55:13-03:00,425,30.80,950.25,538.24,65.11,30.54,35.10,,,,
2024-12-02T16:55:34-03:00,426,30.80,950.28,537.98,65.05,30.59,35.20,,,,
2024-12-02T16:55:55-03:00,427,30.90,950.23,538.41,65.08,30.58,35.19,,,,
2024-12-02T16:56:15-03:00,428,30.90,950.27,538.06,65.01,30.58,35.18,,,,
2024-12-02T16:56:35-03:00,429,30.90,950.33,537.54,65.02,30.58,35.18,,,,
2024-12-02T16:56:56-03:00,430,30.90,950.31,537.71,65.07,30.58,35.19,,,,
2024-12-02T16:57:16-03:00,431,30.90,950.33,537.54,64.99,30.60,35.22,,,,
2024-12-02T16:57:37-03:00,432,30.80,950.31,537.71,65.04,30.59,35.20,,,,
2024-12-02T16:57:57-03:00,433,30.90,950.29,537.89,65.12,30.59,35.22,,,,
2024-12-02T16:58:18-03:00,434,30.90,950.32,537.63,65.08,30.59,35.21,,,,
2024-12-02T16:58:39-03:00,435,30.90,950.32,537.63,65.06,30.55,35.13,,,,
2024-12-02T16:58:59-03:00,436,30.90,950.32,537.63,65.03,30.58,35.19,,,,
2024-12-02T16:59:20-03:00,437,30.90,950.31,537.71,65.09,30.58,35.19,,,,
2024-12-02T16:59:40-03:00,438,30.90,950.30,537.80,65.08,30.55,35.12,,,,
2024-12-02T17:00:01-03:00,439,30.90,950.30,537.80,65.10,30.58,35.19,,,,
2024-12-02T17:00:21-03:00,440,30.90,950.28,537.98,65.15,30.57,35.18,,,,
2024-12-02T17:00:42-03:00,441,30.90,950.35,537.36,65.07,30.56,35.15,,,,
2024-12-02T17:01:02-03:00,442,30.80,950.34,537.45,65.18,30.56,35.17,,,,
2024-12-02T17:01:23-03:00,443,30.90,950.37,537.19,65.19,30.58,35.22,,,,
2024-12-02T17:01:43-03:00,444,30.80,950.41,536.84,65.05,30.54,35.09,,,,
2024-12-02T17:02:04-03:00,445,30.80,950.31,537.71,65.17,30.53,35.09,,,,
2024-12-02T17:02:24-03:00,446,30.80,950.29,537.89,65.18,30.53,35.10,,,,
2024-12-02T17:02:45-03:00,447,30.80,950.35,537.36,65.16,30.54,35.13,,,,
2024-12-02T17:03:05-03:00,448,30.80,950.29,537.89,65.14,30.57,35.19,,,,
2024-12-02T17:03:26-03:00,449,30.80,950.29,537.89,65.13,30.57,35.19,,,,
2024-12-02T17:03:46-03:00,450,30.80,950.35,537.36,65.03,30.57,35.17,,,,
2024-12-02T17:04:07-03:00,451,30.80,950.33,537.54,65.06,30.54,35.09,,,,
2024-12-02T17:04:27-03:00,452,30.90,950.27,538.06,65.06,30.57,35.18,,,,
2024-12-02T17:04:48-03:00,453,30.90,950.33,537.54,64.98,30.57,35.14,,,,
2024-12-02T17:05:08-03:00,454,30.90,950.34,537.45,64.89,30.57,35.13,,,,
2024-12-02T17:05:29-03:00,455,30.80,950.36,537.27,65.00,30.56,35.13,,,,
2024-12-02T17:05:49-03:00,456,30.80,950.38,537.10,64.98,30.55,35.10,,,,
2024-12-02T17:06:10-03:00,457,30.80,950.36,537.27,65.01,30.57,35.15,,,,
2024-12-02T17:06:30-03:00,458,30.80,950.38,537.10,64.97,30.56,35.11,,,,
2024-12-02T17:06:51-03:00,459,30.90,950.39,537.01,65.00,30.56,35.13,,,,
2024-12-02T17:07:11-03:00,460,30.90,950.41,536.84,65.01,30.56,35.13,,,,
2024-12-02T17:07:32-03:00,461,30.90,950.36,537.27,65.08,30.54,35.11,,,,
2024-12-02T17:07:52-03:00,462,30.80,950.46,536.40,64.94,30.52,35.02,,,,
2024-12-02T17:08:13-03:00,463,30.60,950.38,537.10,65.18,30.31,34.60,,,,
2024-12-02T17:08:34-03:00,464,30.60,950.39,537.01,65.52,30.23,34.51,,,,
2024-12-02T17:08:54-03:00,465,30.50,950.42,536.75,65.56,30.15,34.34,,,,
2024-12-02T17:09:14-03:00,466,30.50,950.36,537.27,65.97,30.14,34.40,,,,
2024-12-02T17:09:35-03:00,467,30.40,950.36,537.27,65.96,30.06,34.24,,,,
2024-12-02T17:09:55-03:00,468,30.50,950.40,536.92,66.22,30.09,34.35,,,,
2024-12-02T17:10:16-03:00,469,30.40,950.44,536.57,66.32,30.06,34.31,,,,
2024-12-02T17:10:36-03:00,470,30.30,950.49,536.13,66.32,30.00,34.18,,,,
2024-12-02T17:10:57-03:00,471,30.30,950.45,536.49,66.55,29.97,34.15,,,,
2024-12-02T17:11:17-03:00,472,30.20,950.48,536.22,66.82,29.79,33.82,,,,
2024-12-02T17:11:38-03:00,473,30.20,950.44,536.57,66.98,29.76,33.80,,,,
2024-12-02T17:11:58-03:00,474,30.10,950.51,535.96,67.37,29.71,33.75,,,,
2024-12-02T17:12:19-03:00,475,30.00,950.54,535.70,67.45,29.64,33.63,,,,
2024-12-02T17:12:39-03:00,476,30.00,950.59,535.26,67.60,29.64,33.66,,,,
2024-12-02T17:13:00-03:00,477,30.00,950.55,535.61,67.65,29.59,33.56,,,,
2024-12-02T17:13:20-03:00,478,29.90,950.60,535.17,67.88,29.52,33.45,,,,
2024-12-02T17:13:41-03:00,479,29.90,950.56,535.52,67.80,29.48,33.36,,,,
2024-12-02T17:14:01-03:00,480,29.90,950.62,535.00,67.36,29.52,33.36,,,,
2024-12-02T17:14:22-03:00,481,29.90,950.59,535.26,67.36,29.56,33.42,,,,
2024-12-02T17:14:42-03:00,482,29.90,950.60,535.17,67.81,29.54,33.47,,,,
2024-12-02T17:15:03-03:00,483,29.90,950.65,534.73,67.26,29.58,33.45,,,,
2024-12-02T17:15:23-03:00,484,30.00,950.68,534.47,67.55,29.63,33.63,,,,
2024-12-02T17:15:44-03:00,485,29.90,950.67,534.56,67.64,29.53,33.41,,,,
2024-12-02T17:16:04-03:00,486,29.90,950.67,534.56,67.86,29.54,33.49,,,,
2024-12-02T17:16:25-03:00,487,29.90,950.66,534.64,68.13,29.49,33.43,,,,
2024-12-02T17:16:45-03:00,488,29.90,950.66,534.64,68.04,29.59,33.63,,,,
2024-12-02T17:17:06-03:00,489,30.00,950.64,534.82,67.90,29.70,33.85,,,,
2024-12-02T17:17:26-03:00,490,30.10,950.64,534.82,67.62,29.79,33.99,,,,
2024-12-02T17:17:47-03:00,491,30.10,950.73,534.03,67.50,29.83,34.05,,,,
2024-12-02T17:18:07-03:00,492,30.20,950.67,534.56,67.54,29.85,34.12,,,,
2024-12-02T17:18:28-03:00,493,30.20,950.68,534.47,67.30,29.94,34.27,,,,
2024-12-02T17:18:48-03:00,494,30.30,950.66,534.64,67.33,29.98,34.37,,,,
2024-12-02T17:19:09-03:00,495,30.30,950.64,534.82,67.22,30.06,34.51,,,,
2024-12-02T17:19:29-03:00,496,30.30,950.61,535.08,67.22,30.06,34.51,,,,
2024-12-02T17:19:50-03:00,497,30.40,950.63,534.91,67.33,30.10,34.63,,,,
2024-12-02T17:20:10-03:00,498,30.40,950.63,534.91,67.32,30.13,34.70,,,,
2024-12-02T17:20:31-03:00,499,30.40,950.63,534.91,67.31,30.15,34.75,,,,
2024-12-02T17:20:51-03:00,500,30.50,950.64,534.82,67.27,30.18,34.81,,,,
2024-12-02T17:21:12-03:00,501,30.50,950.63,534.91,67.29,30.20,34.86,,,,
2024-12-02T17:21:33-03:00,502,30.50,950.63,534.91,67.18,30.23,34.90,,,,
2024-12-02T17:21:53-03:00,503,30.50,950.65,534.73,67.17,30.25,34.95,,,,
2024-12-02T17:22:14-03:00,504,30.50,950.65,534.73,67.32,30.26,35.01,,,,
2024-12-02T17:22:34-03:00,505,30.60,950.65,534.73,67.17,30.26,34.97,,,,
2024-12-02T17:22:55-03:00,506,30.60,950.64,534.82,67.10,30.29,35.03,,,,
2024-12-02T17:23:15-03:00,507,30.60,950.58,535.35,67.21,30.27,35.00,,,,
2024-12-02T17:23:36-03:00,508,30.60,950.65,534.73,67.18,30.33,35.13,,,,
2024-12-02T17:23:56-03:00,509,30.60,950.72,534.12,67.14,30.38,35.24,,,,
2024-12-02T17:24:17-03:00,510,30.70,950.62,535.00,66.98,30.40,35.24,,,,
2024-12-02T17:24:37-03:00,511,30.70,950.68,534.47,66.93,30.43,35.32,,,,
2024-12-02T17:24:58-03:00,512,30.70,950.73,534.03,66.95,30.45,35.37,,,,
2024-12-02T17:25:18-03:00,513,30.80,950.67,534.56,66.89,30.48,35.41,,,,
2024-12-02T17:25:39-03:00,514,30.80,950.75,533.86,66.81,30.49,35.43,,,,
2024-12-02T17:25:59-03:00,515,30.80,950.68,534.47,66.91,30.50,35.48,,,,
2024-12-02T17:26:20-03:00,516,30.80,950.70,534.29,66.83,30.53,35.53,,,,
2024-12-02T17:26:40-03:00,517,30.80,950.71,534.21,66.84,30.55,35.56,,,,
2024-12-02T17:27:01-03:00,518,30.80,950.73,534.03,67.00,30.53,35.58,,,,
2024-12-02T17:27:21-03:00,519,30.80,950.73,534.03,67.03,30.52,35.56,,,,
2024-12-02T17:27:42-03:00,520,30.80,950.73,534.03,67.06,30.55,35.64,,,,
2024-12-02T17:28:02-03:00,521,30.80,950.81,533.33,66.91,30.56,35.62,,,,
2024-12-02T17:28:23-03:00,522,30.90,950.75,533.86,67.06,30.56,35.66,,,,
2024-12-02T17:28:43-03:00,523,30.90,950.72,534.12,66.89,30.62,35.74,,,,
2024-12-02T17:29:04-03:00,524,30.90,950.76,533.77,66.82,30.63,35.76,,,,
2024-12-02T17:29:24-03:00,525,30.90,950.82,533.24,66.80,30.67,35.84,,,,
2024-12-02T17:29:45-03:00,526,30.90,950.87,532.80,66.77,30.65,35.80,,,,
2024-12-02T17:30:05-03:00,527,31.00,950.86,532.89,66.77,30.65,35.80,,,,
2024-12-02T17:30:26-03:00,528,30.90,950.81,533.33,66.72,30.68,35.85,,,,
2024-12-02T17:30:46-03:00,529,31.00,950.86,532.89,66.72,30.68,35.86,,,,
2024-12-02T17:31:07-03:00,530,31.00,950.94,532.19,66.73,30.69,35.87,,,,
2024-12-02T17:31:27-03:00,531,31.00,950.92,532.37,66.75,30.69,35.89,,,,
2024-12-02T17:31:48-03:00,532,31.00,950.92,532.37,66.78,30.70,35.93,,,,
2024-12-02T17:32:08-03:00,533,31.00,950.98,531.84,66.83,30.70,35.92,,,,
2024-12-02T17:32:29-03:00,534,31.00,950.95,532.10,66.88,30.70,35.95,,,,
2024-12-02T17:32:49-03:00,535,31.00,950.94,532.19,66.96,30.71,35.99,,,,
2024-12-02T17:33:10-03:00,536,31.00,950.94,532.19,66.95,30.72,36.01,,,,
2024-12-02T17:33:30-03:00,537,31.00,951.01,531.58,66.96,30.72,36.01,,,,
2024-12-02T17:33:51-03:00,538,31.00,950.96,532.01,66.97,30.74,36.06,,,,
2024-12-02T17:34:11-03:00,539,31.00,950.96,532.01,67.01,30.76,36.12,,,,
2024-12-02T17:34:32-03:00,540,31.00,950.96,532.01,67.05,30.73,36.06,,,,
2024-12-02T17:34:52-03:00,541,31.00,950.92,532.37,67.11,30.73,36.08,,,,
2024-12-02T17:35:13-03:00,542,31.00,951.00,531.66,67.21,30.74,36.14,,,,
2024-12-02T17:35:33-03:00,543,31.00,951.01,531.58,67.29,30.72,36.10,,,,
2024-12-02T17:35:54-03:00,544,31.00,951.00,531.66,67.28,30.72,36.10,,,,
2024-12-02T17:36:15-03:00,545,31.00,951.00,531.66,67.35,30.74,36.17,,,,
2024-12-02T17:36:35-03:00,546,31.00,951.03,531.40,67.41,30.78,36.28,,,,
2024-12-02T17:36:56-03:00,547,31.00,951.01,531.58,67.45,30.75,36.23,,,,
2024-12-02T17:37:16-03:00,548,31.00,951.01,531.58,67.51,30.75,36.25,,,,
2024-12-02T17:37:37-03:00,549,31.00,951.03,531.40,67.54,30.75,36.24,,,,
2024-12-02T17:37:58-03:00,550,31.00,951.01,531.58,67.64,30.75,36.28,,,,
2024-12-02T17:38:18-03:00,551,31.00,951.03,531.40,67.69,30.75,36.28,,,,
2024-12-02T17:38:39-03:00,552,31.00,951.02,531.49,67.76,30.77,36.35,,,,
2024-12-02T17:38:59-03:00,553,31.00,951.02,531.49,67.83,30.77,36.37,,,,
2024-12-02T17:39:20-03:00,554,31.10,951.04,531.31,67.87,30.78,36.40,,,,
2024-12-02T17:39:40-03:00,555,31.10,951.00,531.66,67.96,30.79,36.45,,,,
2024-12-02T17:40:01-03:00,556,31.10,951.02,531.49,67.97,30.79,36.47,,,,
2024-12-02T17:40:21-03:00,557,31.10,951.05,531.23,68.03,30.81,36.53,,,,
2024-12-02T17:40:42-03:00,558,31.10,951.10,530.79,68.14,30.78,36.49,,,,
2024-12-02T17:41:02-03:00,559,31.10,951.03,531.40,68.18,30.80,36.54,,,,
2024-12-02T17:41:23-03:00,560,31.00,951.04,531.31,68.29,30.79,36.54,,,,
2024-12-02T17:41:43-03:00,561,31.10,951.17,530.17,68.28,30.81,36.60,,,,
2024-12-02T17:42:04-03:00,562,31.10,951.05,531.23,68.40,30.80,36.60,,,,
2024-12-02T17:42:24-03:00,563,31.10,951.13,530.52,68.44,30.78,36.56,,,,
2024-12-02T17:42:45-03:00,564,31.10,951.09,530.87,68.47,30.78,36.59,,,,
2024-12-02T17:43:05-03:00,565,31.10,951.14,530.44,68.45,30.80,36.63,,,,
2024-12-02T17:43:26-03:00,566,31.10,951.09,530.87,68.51,30.80,36.64,,,,
2024-12-02T17:43:46-03:00,567,31.10,951.11,530.70,68.47,30.79,36.61,,,,
2024-12-02T17:44:07-03:00,568,31.00,951.11,530.70,68.50,30.81,36.67,,,,
2024-12-02T17:44:27-03:00,569,31.10,951.20,529.91,68.51,30.78,36.59,,,,
2024-12-02T17:44:48-03:00,570,31.10,951.16,530.26,68.50,30.81,36.65,,,,
2024-12-02T17:45:09-03:00,571,31.10,951.16,530.26,68.56,30.83,36.72,,,,
2024-12-02T17:45:29-03:00,572,31.10,951.20,529.91,68.66,30.82,36.74,,,,
2024-12-02T17:45:50-03:00,573,31.10,951.22,529.74,68.61,30.82,36.73,,,,
2024-12-02T17:46:10-03:00,574,31.10,951.25,529.47,68.63,30.82,36.72,,,,
2024-12-02T17:46:31-03:00,575,31.10,951.21,529.82,68.68,30.82,36.73,,,,
2024-12-02T17:46:51-03:00,576,31.10,951.19,530.00,68.79,30.83,36.79,,,,
2024-12-02T17:47:12-03:00,577,31.10,951.23,529.65,68.92,30.82,36.82,,,,
2024-12-02T17:47:32-03:00,578,31.00,951.22,529.74,68.89,30.81,36.76,,,,
2024-12-02T17:47:53-03:00,579,31.00,951.23,529.65,68.93,30.81,36.79,,,,
2024-12-02T17:48:14-03:00,580,31.10,951.24,529.56,68.95,30.80,36.76,,,,
2024-12-02T17:48:34-03:00,581,31.00,951.22,529.74,69.00,30.81,36.79,,,,
2024-12-02T17:48:55-03:00,582,31.00,951.24,529.56,68.98,30.76,36.67,,,,
2024-12-02T17:49:15-03:00,583,31.00,951.21,529.82,69.14,30.77,36.74,,,,
2024-12-02T17:49:36-03:00,584,31.00,951.26,529.39,69.17,30.75,36.69,,,,
2024-12-02T17:49:57-03:00,585,31.00,951.27,529.30,69.07,30.78,36.74,,,,
2024-12-02T17:50:17-03:00,586,31.00,951.29,529.12,69.19,30.78,36.78,,,,
2024-12-02T17:50:37-03:00,587,31.00,951.29,529.12,69.11,30.79,36.78,,,,
2024-12-02T17:50:58-03:00,588,31.10,951.29,529.12,69.21,30.78,36.79,,,,
2024-12-02T17:51:19-03:00,589,31.00,951.24,529.56,69.30,30.77,36.79,,,,
2024-12-02T17:51:39-03:00,590,31.00,951.27,529.30,69.34,30.77,36.79,,,,
2024-12-02T17:52:00-03:00,591,31.00,951.30,529.03,69.29,30.80,36.86,,,,
2024-12-02T17:52:20-03:00,592,31.00,951.25,529.47,69.26,30.75,36.72,,,,
